path	name	description	domain	subdomain	tags
skills/building-ioc-enrichment-pipeline-with-opencti/SKILL.md	building-ioc-enrichment-pipeline-with-opencti	OpenCTI is an open-source platform for managing cyber threat intelligence	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix opencti enrichment virustotal
skills/building-malware-incident-communication-template/SKILL.md	building-malware-incident-communication-template	Build structured communication templates for malware incidents including	cybersecurity	incident-response	 incident-communication malware-response stakeholder-notification crisis-communication executive-briefing regulatory-disclosure
skills/building-patch-tuesday-response-process/SKILL.md	building-patch-tuesday-response-process	Establish a structured operational process to triage, test, and deploy	cybersecurity	vulnerability-management	 patch-management patch-tuesday microsoft wsus sccm vulnerability-remediation windows-update
skills/building-phishing-reporting-button-workflow/SKILL.md	building-phishing-reporting-button-workflow	Implement a phishing report button in email clients with automated triage	cybersecurity	phishing-defense	 phishing-reporting email-security incident-response security-awareness outlook microsoft-365 soar
skills/building-ransomware-playbook-with-cisa-framework/SKILL.md	building-ransomware-playbook-with-cisa-framework	'Builds a structured ransomware incident response playbook aligned with	cybersecurity	ransomware-defense	 ransomware incident-response CISA playbook compliance NIST
skills/building-red-team-c2-infrastructure-with-havoc/SKILL.md	building-red-team-c2-infrastructure-with-havoc	Deploy and configure the Havoc C2 framework with teamserver, HTTPS listeners,	cybersecurity	red-teaming	 havoc-c2 command-and-control red-team-infrastructure post-exploitation adversary-emulation demon-agent
skills/building-role-mining-for-rbac-optimization/SKILL.md	building-role-mining-for-rbac-optimization	Apply bottom-up and top-down role mining techniques to discover optimal	cybersecurity	identity-access-management	 rbac role-mining identity-governance access-control least-privilege clustering
skills/building-soc-escalation-matrix/SKILL.md	building-soc-escalation-matrix	Build a structured SOC escalation matrix defining severity tiers, response	cybersecurity	soc-operations	 soc escalation incident-management severity sla triage tiered-soc
skills/building-soc-metrics-and-kpi-tracking/SKILL.md	building-soc-metrics-and-kpi-tracking	'Builds SOC performance metrics and KPI tracking dashboards measuring	cybersecurity	soc-operations	 soc metrics kpi mttd mttr dashboard reporting continuous-improvement
skills/building-soc-playbook-for-ransomware/SKILL.md	building-soc-playbook-for-ransomware	'Builds a structured SOC incident response playbook for ransomware attacks	cybersecurity	soc-operations	 soc ransomware incident-response playbook nist mitre-attack containment
skills/building-super-timelines-with-plaso/SKILL.md	building-super-timelines-with-plaso	Generate log2timeline and Plaso super-timelines and triage them in Timesketch.	cybersecurity	digital-forensics	 digital-forensics plaso log2timeline super-timeline timesketch dfir timeline-analysis incident-response
skills/building-threat-actor-profile-from-osint/SKILL.md	building-threat-actor-profile-from-osint	Build comprehensive threat actor profiles using open-source intelligence	cybersecurity	threat-intelligence	 osint threat-actor threat-actor-profiling maltego spiderfoot attribution threat-intelligence reconnaissance
skills/building-threat-feed-aggregation-with-misp/SKILL.md	building-threat-feed-aggregation-with-misp	Deploy MISP (Malware Information Sharing Platform) to aggregate, correlate,	cybersecurity	threat-intelligence	 misp threat-feed aggregation indicator sharing correlation siem-integration threat-intelligence
skills/building-threat-hunt-hypothesis-framework/SKILL.md	building-threat-hunt-hypothesis-framework	Build a systematic threat hunt hypothesis framework that transforms threat	cybersecurity	threat-hunting	 threat-hunting methodology hypothesis threat-intelligence hunting-framework proactive-detection
skills/building-threat-intelligence-enrichment-in-splunk/SKILL.md	building-threat-intelligence-enrichment-in-splunk	Build automated threat intelligence enrichment pipelines in Splunk Enterprise	cybersecurity	soc-operations	 splunk threat-intelligence enrichment ioc lookup siem soc enterprise-security
skills/building-threat-intelligence-feed-integration/SKILL.md	building-threat-intelligence-feed-integration	'Builds automated threat intelligence feed integration pipelines connecting	cybersecurity	soc-operations	 soc threat-intelligence stix taxii misp feeds ioc siem-integration
skills/building-threat-intelligence-platform/SKILL.md	building-threat-intelligence-platform	Building a Threat Intelligence Platform (TIP) involves deploying and	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix platform-building misp opencti
skills/building-vulnerability-aging-and-sla-tracking/SKILL.md	building-vulnerability-aging-and-sla-tracking	Implement a vulnerability aging dashboard and SLA tracking system to	cybersecurity	vulnerability-management	 vulnerability-management sla-tracking remediation-metrics aging-report kpi compliance risk-management
skills/building-vulnerability-dashboard-with-defectdojo/SKILL.md	building-vulnerability-dashboard-with-defectdojo	Deploy DefectDojo as a centralized vulnerability management dashboard	cybersecurity	vulnerability-management	 defectdojo vulnerability-management dashboard deduplication scanner-integration devsecops jira
skills/building-vulnerability-exception-tracking-system/SKILL.md	building-vulnerability-exception-tracking-system	Build a vulnerability exception and risk acceptance tracking system with	cybersecurity	vulnerability-management	 vulnerability-exception risk-acceptance compensating-controls exception-tracking vulnerability-management governance
skills/building-vulnerability-scanning-workflow/SKILL.md	building-vulnerability-scanning-workflow	'Builds a structured vulnerability scanning workflow using tools like	cybersecurity	soc-operations	 soc vulnerability-scanning nessus qualys openvas cvss remediation patch-management
skills/bypassing-authentication-with-forced-browsing/SKILL.md	bypassing-authentication-with-forced-browsing	Discovering and accessing unprotected pages, APIs, and administrative	cybersecurity	web-application-security	 penetration-testing authentication-bypass forced-browsing ffuf directory-enumeration owasp
skills/coercing-authentication-with-coercer-petitpotam/SKILL.md	coercing-authentication-with-coercer-petitpotam	Trigger machine account authentication with PetitPotam (MS-EFSR) and Coercer across MS-RPRN, MS-DFSNM, and MS-FSRVP to feed NTLM relay into AD CS Web Enrollment (ESC8) and other relay targets.	cybersecurity	red-teaming	 red-team active-directory coercion petitpotam coercer ntlm-relay esc8 forced-authentication
skills/collecting-indicators-of-compromise/SKILL.md	collecting-indicators-of-compromise	'Systematically collects, categorizes, and distributes indicators of	cybersecurity	incident-response	 IOC-collection threat-indicators STIX-TAXII MISP threat-intelligence-sharing
skills/collecting-open-source-intelligence/SKILL.md	collecting-open-source-intelligence	'Collects and synthesizes open-source intelligence (OSINT) about threat	cybersecurity	threat-intelligence	 OSINT Maltego Shodan Recon-ng SpiderFoot threat-intelligence ATT&CK-T1591 NIST-CSF
skills/collecting-threat-intelligence-with-misp/SKILL.md	collecting-threat-intelligence-with-misp	MISP (Malware Information Sharing Platform) is an open-source threat	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix misp taxii threat-sharing
skills/collecting-volatile-evidence-from-compromised-host/SKILL.md	collecting-volatile-evidence-from-compromised-host	Collect volatile forensic evidence from a compromised system following	cybersecurity	incident-response	 incident-response dfir forensics volatile-evidence memory-forensics chain-of-custody
skills/conducting-api-security-testing/SKILL.md	conducting-api-security-testing	'Conducts security testing of REST, GraphQL, and gRPC APIs to identify	cybersecurity	penetration-testing	 API-security OWASP-API-Top10 REST GraphQL authorization-testing
skills/conducting-cloud-incident-response/SKILL.md	conducting-cloud-incident-response	'Responds to security incidents in cloud environments (AWS, Azure, GCP) by performing identity-based containment,	cybersecurity	incident-response	 cloud-IR AWS-forensics Azure-incident-response GCP-security identity-containment
skills/conducting-cloud-penetration-testing/SKILL.md	conducting-cloud-penetration-testing	'This skill outlines methodologies for performing authorized penetration	cybersecurity	cloud-security	 cloud-pentesting offensive-security aws-exploitation shared-responsibility mitre-attack-cloud
skills/conducting-cyber-risk-assessment-with-nist-800-30/SKILL.md	conducting-cyber-risk-assessment-with-nist-800-30	>-	cybersecurity	compliance-governance	 risk-assessment nist-800-30 risk-management threat-modeling risk-register governance nist-800-39 compliance
skills/conducting-domain-persistence-with-dcsync/SKILL.md	conducting-domain-persistence-with-dcsync	Perform DCSync attacks to replicate Active Directory credentials and	cybersecurity	red-teaming	 red-team active-directory dcsync persistence credential-dumping golden-ticket mimikatz
skills/conducting-external-reconnaissance-with-osint/SKILL.md	conducting-external-reconnaissance-with-osint	'Conducts external reconnaissance using Open Source Intelligence (OSINT)	cybersecurity	penetration-testing	 OSINT reconnaissance attack-surface footprinting passive-recon
skills/conducting-full-scope-red-team-engagement/SKILL.md	conducting-full-scope-red-team-engagement	Plan and execute a comprehensive red team engagement covering reconnaissance	cybersecurity	red-teaming	 red-team adversary-emulation mitre-attack penetration-testing offensive-security purple-team ttp-mapping
skills/conducting-internal-network-penetration-test/SKILL.md	conducting-internal-network-penetration-test	Execute an internal network penetration test simulating an insider threat	cybersecurity	penetration-testing	 internal-pentest lateral-movement privilege-escalation Responder Impacket assumed-breach network-security
skills/conducting-internal-reconnaissance-with-bloodhound-ce/SKILL.md	conducting-internal-reconnaissance-with-bloodhound-ce	Conduct internal Active Directory reconnaissance using BloodHound Community	cybersecurity	red-teaming	 red-team reconnaissance bloodhound active-directory attack-paths privilege-escalation graph-analysis
skills/conducting-malware-incident-response/SKILL.md	conducting-malware-incident-response	'Responds to malware infections across enterprise endpoints by identifying the malware family, determining infection	cybersecurity	incident-response	 malware-response malware-analysis eradication endpoint-remediation MITRE-ATT&CK
skills/conducting-man-in-the-middle-attack-simulation/SKILL.md	conducting-man-in-the-middle-attack-simulation	'Simulates man-in-the-middle attacks using Ettercap, mitmproxy, and Bettercap	cybersecurity	network-security	 network-security mitm bettercap ettercap mitmproxy
skills/conducting-memory-forensics-with-volatility/SKILL.md	conducting-memory-forensics-with-volatility	'Performs memory forensics analysis using Volatility 3 to extract evidence	cybersecurity	incident-response	 memory-forensics volatility RAM-analysis process-injection DFIR
skills/conducting-mobile-app-penetration-test/SKILL.md	conducting-mobile-app-penetration-test	'Conducts penetration testing of iOS and Android mobile applications	cybersecurity	penetration-testing	 mobile-pentest OWASP-MASTG Android-security iOS-security mobile-application-security
skills/conducting-network-penetration-test/SKILL.md	conducting-network-penetration-test	'Conducts comprehensive network penetration tests against authorized	cybersecurity	penetration-testing	 network-pentest Nmap Metasploit vulnerability-exploitation infrastructure-security
